record_point,rotation_different,animator_rotation,agent_rotation,reward
309, 20.26124, 2555262, 2879368, 0.7488579
310, 19.7633, 2550561, 2749971, 0.753178
311, 17.04033, 2542535, 2725916, 0.7473259
312, 14.38807, 2560185, 2972404, 0.7562868
313, 15.50032, 2394218, 3216027, 0.7297159
314, 14.45914, 2255413, 3226022, 0.7554236
315, 11.60583, 2259279, 3590856, 0.7578329
316, 11.48565, 2394616, 3076855, 0.7628787
317, 15.22352, 2394249, 2918727, 0.756608
318, 18.29281, 2401289, 2477146, 0.760657
319, 19.90144, 2407247, 2527792, 0.7545583
320, 18.53518, 2425438, 3020400, 0.7517959
321, 18.37663, 2578183, 3723555, 0.7483832
322, 20.32343, 2862888, 3145344, 0.7276474
323, 23.12806, 2754198, 3919875, 0.7226298
324, 22.13964, 2766808, 3225024, 0.723901
325, 22.16944, 2767339, 2698993, 0.7166319
326, 25.50653, 2764853, 2234112, 0.6973203
327, 27.92609, 2756626, 2572989, 0.6760899
328, 28.42111, 2618978, 2478898, 0.7103282
329, 24.90026, 2610001, 2331965, 0.7258615
330, 24.81427, 2622407, 2326709, 0.6967058
331, 25.68749, 2757481, 3103728, 0.7012522
332, 28.1154, 2753426, 3361531, 0.6949042
333, 24.70146, 2487112, 3003335, 0.7050664
334, 21.21762, 2473367, 3025362, 0.7173104
335, 22.07956, 2589954, 2797107, 0.7165005
336, 26.13903, 2582654, 2642162, 0.7034037
337, 26.39482, 2586271, 2589206, 0.7004128
338, 20.9638, 2489335, 2835029, 0.7237489
339, 19.92773, 2607253, 2994606, 0.7139236
340, 25.30531, 2624903, 3337561, 0.6753575
341, 31.7901, 2638911, 2968301, 0.6761803
342, 25.17294, 2636592, 2706640, 0.6771558
343, 22.65063, 2749886, 2649675, 0.6964034
344, 19.79877, 2589472, 2737915, 0.6816961
345, 20.22009, 2804411, 2972360, 0.6821343
346, 24.70743, 3033674, 3198266, 0.6864586
347, 29.60033, 3014173, 3360253, 0.6835381
348, 26.61158, 3005318, 3079730, 0.678681
349, 24.31976, 3001415, 3192313, 0.6690882
350, 27.52752, 3000924, 2837648, 0.6332837
351, 28.50681, 2999874, 2914902, 0.6187195
352, 32.30066, 2999873, 2609141, 0.6237777
353, 30.60468, 2998853, 2691330, 0.6735445
354, 29.03575, 2866359, 2542523, 0.6446673
355, 0, 2729421, 2729421, 0.6446673
356, 0, 2729421, 2729421, 0.7809245
357, 3.379648, 2519777, 3093189, 0.7980186
358, 4.258372, 2597773, 3267793, 0.8046436
359, 7.568325, 2600162, 3024578, 0.7842424
360, 9.806151, 2602331, 3190222, 0.7655429
361, 14.40148, 2603506, 2868846, 0.7526714
362, 11.41819, 2598448, 3009623, 0.7773458
363, 7.545554, 2463226, 3043088, 0.7761255
364, 8.33215, 2469984, 2708390, 0.7881841
365, 13.61729, 2473075, 2665182, 0.7593469
366, 18.63453, 2604378, 2772533, 0.7595423
367, 16.57466, 2606713, 3273891, 0.7625106
368, 10.6099, 2610180, 3063670, 0.7684628
369, 8.452724, 2614723, 3210965, 0.77435
370, 8.723722, 2488288, 3084077, 0.7705255
371, 8.733665, 2487727, 2963450, 0.7981981
372, 7.431479, 2486327, 3134083, 0.7953945
373, 8.100794, 2606266, 3224318, 0.7978076
374, 11.29446, 2594583, 3125922, 0.7917832
375, 13.1424, 2581696, 3088044, 0.7811411
376, 12.81267, 2565465, 3097842, 0.7810535
377, 12.33675, 2552526, 2892515, 0.7793313
378, 14.05447, 2410790, 2843705, 0.7801689
379, 12.78438, 2273073, 2879680, 0.7876995
380, 10.7171, 2635549, 2921449, 0.781391
381, 7.879566, 2608331, 3316222, 0.7942142
382, 11.31073, 2587536, 3192763, 0.7883606
383, 12.94908, 2572422, 3033840, 0.7876585
384, 11.2625, 2563953, 3187771, 0.7787394
385, 12.70889, 2558992, 2983162, 0.7788436
386, 15.84637, 2556499, 3080578, 0.7761038
387, 17.99739, 2557217, 2978160, 0.7696263
388, 16.10466, 2688469, 3005213, 0.7710665
389, 15.03349, 2691623, 3152067, 0.7694232
390, 16.57649, 2564725, 2672215, 0.7564476
391, 19.10229, 2696256, 3104157, 0.7551463
392, 17.4882, 2566027, 3238234, 0.7514254
393, 15.6759, 2564449, 2950814, 0.763392
394, 19.57312, 2562447, 3128449, 0.7509657
395, 24.92226, 2559167, 3200304, 0.7327704
396, 21.84718, 2555262, 3075262, 0.7600119
397, 17.05609, 2550561, 2898133, 0.7652276
398, 12.46619, 2542535, 2726677, 0.7721297
399, 9.385959, 2560185, 3249549, 0.7718016
400, 10.23753, 2394218, 3233216, 0.7678175
401, 12.42893, 2255413, 3418058, 0.7623716
402, 13.36608, 2259279, 3019396, 0.7550254
403, 12.53456, 2394616, 2432969, 0.7685849
404, 15.16875, 2394249, 2760026, 0.7528177
405, 17.60515, 2401289, 2884526, 0.7477771
406, 15.49561, 2407247, 2682492, 0.7633232
407, 13.24551, 2425438, 2798043, 0.7616147
408, 11.31244, 2578183, 3197598, 0.7668167
409, 14.12926, 2862888, 3045024, 0.7428486
410, 15.99364, 2754198, 3151795, 0.7343111
411, 12.97072, 2766808, 3169619, 0.7391338
412, 10.06551, 2767339, 2744123, 0.7542949
413, 12.57091, 2764853, 2894602, 0.7360227
414, 15.14468, 2756626, 2686667, 0.7279899
415, 14.05312, 2618978, 2740160, 0.7594234
416, 12.46951, 2610001, 2725404, 0.7684402
417, 12.13543, 2622407, 2378601, 0.7705449
418, 10.952, 2757481, 3101105, 0.7768041
419, 12.16238, 2753426, 3071316, 0.7733447
420, 15.34927, 2487112, 3226996, 0.7535976
421, 17.25518, 2473367, 3285418, 0.7443103
422, 16.0567, 2589954, 2942390, 0.762766
423, 16.38858, 2582654, 2769139, 0.7500275
424, 17.43656, 2586271, 2900538, 0.7166383
425, 16.63708, 2489335, 2661008, 0.7606663
426, 15.47395, 2607253, 2641264, 0.766043
427, 14.61997, 2624903, 2373180, 0.7620233
428, 13.23708, 2638911, 2814752, 0.7633824
429, 13.48474, 2636592, 3096604, 0.7647492
430, 16.98484, 2749886, 3114354, 0.7524486
