record_point,rotation_different,animator_rotation,agent_rotation,reward
243, 19.39388, 2589472, 3108654, 0.7541162
244, 20.76408, 2804411, 3231034, 0.7574102
245, 18.77122, 3033674, 3197456, 0.7603155
246, 16.88534, 3014173, 3262892, 0.7609069
247, 15.11231, 3005318, 3475686, 0.7644948
248, 14.75344, 3001415, 3433213, 0.7659367
249, 14.04175, 3000924, 3826490, 0.7764357
250, 11.97178, 2999874, 3328734, 0.7740148
251, 12.66909, 2999873, 3147352, 0.7669986
252, 14.73622, 2998853, 3172212, 0.7663803
253, 14.50148, 2866359, 3191451, 0.7695157
254, 12.24283, 2867436, 3017611, 0.7734466
255, 11.40303, 2882273, 3339948, 0.7764573
256, 12.59098, 3033178, 3271382, 0.7763469
257, 11.83137, 3047188, 3517038, 0.7834651
258, 10.83371, 3058091, 3196305, 0.7732881
259, 14.67773, 3064840, 2972549, 0.760581
260, 16.41388, 3199349, 3059730, 0.7680512
261, 15.21435, 3199095, 2797129, 0.7687426
262, 13.2093, 3198138, 2631452, 0.7724723
263, 13.87427, 3196795, 3208881, 0.7755726
264, 15.56108, 3195065, 3414897, 0.7746589
265, 16.33105, 3193814, 3291459, 0.7790614
266, 16.75925, 3062188, 3191010, 0.7684375
267, 18.94924, 3060262, 2761922, 0.7502021
268, 21.50249, 2796400, 3036703, 0.7294541
269, 18.35876, 2788030, 3071533, 0.7586992
270, 15.34224, 2780069, 2901636, 0.7676474
271, 14.34369, 2902653, 3111295, 0.7697578
272, 13.20941, 2895497, 3305821, 0.7755347
273, 14.71554, 2889075, 3298238, 0.7700037
274, 15.60509, 2883228, 3167796, 0.7640885
275, 19.8397, 2877705, 2807599, 0.7400037
276, 22.66758, 2742654, 2902929, 0.7477673
277, 22.05508, 2737457, 2784361, 0.755093
278, 18.90379, 2473236, 2782039, 0.7609468
279, 15.87634, 2468540, 2913381, 0.7662347
280, 13.81685, 2464353, 2901960, 0.7715113
281, 12.84133, 2460787, 3087673, 0.7749076
282, 13.74969, 2457890, 3045590, 0.7757656
283, 14.39452, 2455778, 2819706, 0.7723505
284, 16.64403, 2455219, 2972004, 0.7513392
285, 19.50124, 2462674, 2665602, 0.7504393
286, 23.76249, 2203515, 2942967, 0.7410337
287, 22.62001, 2197402, 2838253, 0.7500833
288, 20.51559, 2196824, 2860117, 0.7571505
289, 18.21675, 2198793, 3208429, 0.7605824
290, 15.54561, 2202595, 3391458, 0.7614048
291, 15.92913, 2208430, 3473842, 0.7670754
292, 18.27917, 2338914, 3331715, 0.7629974
293, 19.81274, 2339786, 3460865, 0.760291
294, 20.49125, 2204267, 2878333, 0.7538467
295, 24.50723, 2196615, 2940535, 0.739924
296, 22.57827, 2190021, 2718272, 0.752201
297, 18.82698, 2185671, 2814303, 0.7619557
298, 16.4687, 2182692, 3108261, 0.7676546
299, 15.33622, 2180082, 3471824, 0.7736595
300, 15.12889, 2177481, 3317047, 0.7780512
301, 15.34385, 2174164, 3337813, 0.7785122
302, 16.03096, 2171086, 3249960, 0.7750922
303, 17.64908, 2169252, 3047971, 0.769999
304, 18.59313, 2169048, 2964480, 0.7710686
305, 18.07853, 2170052, 3071087, 0.7735332
306, 16.72222, 2172557, 3067278, 0.7762254
307, 15.51962, 2175552, 3140163, 0.7752405
308, 16.10195, 2179085, 3360513, 0.7742718
309, 16.54523, 2313097, 3339941, 0.7765604
310, 16.08775, 2187663, 3241302, 0.7727982
311, 17.45581, 2194053, 2886587, 0.7659295
312, 20.03334, 2202950, 2911646, 0.7632594
313, 18.23316, 2217654, 2911254, 0.7714584
314, 16.96469, 2264415, 3008485, 0.7734224
315, 17.00877, 2512547, 3218816, 0.768147
316, 17.19696, 2532233, 3184053, 0.7715149
317, 17.82533, 2553399, 3521038, 0.7708188
318, 17.86587, 2566995, 3077505, 0.7707735
319, 16.26219, 2570798, 3146332, 0.770865
320, 15.5447, 2575095, 3113343, 0.7702078
321, 17.49923, 2579889, 3149799, 0.7652979
322, 18.90531, 2584743, 3202153, 0.7680522
323, 18.61206, 2589843, 2959576, 0.7713686
324, 16.64345, 2594957, 2706166, 0.7763031
325, 14.03663, 2600106, 3068099, 0.7807651
326, 13.11881, 2605230, 3158755, 0.7808881
327, 14.0864, 2610348, 3238448, 0.7797621
