record_point,rotation_different,animator_rotation,agent_rotation,reward
169, 9.691629, 25.00096, 24.53848, 0.7833449
170, 8.089976, 24.99641, 24.09488, 0.7951571
171, 7.679298, 24.99776, 25.05521, 0.7934358
172, 7.046859, 25.01127, 26.2512, 0.80338
173, 8.003469, 25.03595, 24.93064, 0.8081716
174, 6.732515, 25.06079, 24.28223, 0.807528
175, 6.481475, 25.08832, 23.93079, 0.8117711
176, 7.736824, 25.12004, 24.70054, 0.8065226
177, 9.216625, 25.15739, 25.23126, 0.8056624
178, 9.419285, 25.2004, 25.85114, 0.8030538
179, 8.037352, 25.24876, 26.23514, 0.8069199
180, 7.3297, 25.30173, 27.42023, 0.8076763
181, 8.300576, 25.35948, 28.44161, 0.8018148
182, 9.901973, 25.41844, 29.2429, 0.7999753
183, 9.460019, 25.4794, 28.46294, 0.8023533
184, 8.194677, 25.48972, 27.6475, 0.8044919
185, 6.584304, 25.47855, 25.99813, 0.8085136
186, 6.348569, 25.47052, 25.3909, 0.8106114
187, 7.866579, 25.47226, 25.30052, 0.8045815
188, 9.097755, 25.48676, 26.0678, 0.8028418
189, 8.254622, 25.49447, 26.96989, 0.8028661
190, 7.316801, 25.50891, 28.13545, 0.8006033
191, 8.508694, 25.51715, 29.52899, 0.7994302
192, 11.5373, 25.53973, 30.5601, 0.7906111
193, 14.07702, 25.57461, 30.63948, 0.7876291
194, 14.04454, 25.60215, 30.12445, 0.7925054
195, 12.92406, 25.64026, 29.48662, 0.7944961
196, 10.70895, 25.65152, 28.58735, 0.7991931
197, 9.168956, 25.66568, 27.21498, 0.801637
198, 8.346922, 25.69068, 25.73783, 0.8048582
199, 8.422866, 25.69078, 25.11638, 0.8059425
200, 8.531268, 25.70564, 26.38444, 0.7977547
201, 9.416498, 25.69701, 27.73174, 0.7952461
202, 13.25439, 25.67719, 28.4909, 0.7712383
203, 15.74917, 25.6619, 29.16116, 0.7795483
204, 14.99462, 25.6222, 27.97557, 0.7810786
205, 12.6009, 25.57164, 26.2456, 0.7820232
206, 10.76371, 25.47588, 25.34927, 0.7857885
207, 10.86805, 25.35814, 25.34701, 0.7918633
208, 10.96366, 25.22822, 25.46427, 0.7902467
209, 10.13589, 25.09754, 25.89803, 0.7866361
210, 10.34883, 25.00366, 26.50094, 0.7881257
211, 13.83735, 24.95886, 27.38521, 0.7754257
212, 14.99128, 24.9791, 28.42827, 0.7806391
213, 12.99753, 25.09037, 27.72133, 0.7797325
214, 11.09857, 25.23462, 27.26266, 0.7821753
215, 9.798741, 25.40082, 26.57738, 0.783703
216, 9.915792, 25.47895, 26.44623, 0.7864333
217, 10.51981, 25.49643, 26.86119, 0.7822706
218, 10.46661, 25.4709, 28.04226, 0.7793528
219, 10.92428, 25.44456, 28.2841, 0.7804522
220, 12.7363, 25.43611, 28.56501, 0.7675076
221, 14.98089, 25.41876, 29.0362, 0.7676501
222, 15.35199, 25.49192, 28.77203, 0.7743039
223, 16.70943, 25.6263, 27.93745, 0.7678241
224, 16.80009, 25.9125, 26.77086, 0.7640962
225, 16.20711, 26.25473, 25.67525, 0.7637854
226, 14.63883, 26.634, 24.867, 0.7619613
227, 14.12101, 26.85601, 24.84124, 0.7692139
228, 14.2464, 26.90207, 25.45086, 0.7721857
229, 15.0272, 26.87832, 26.1409, 0.770358
230, 15.78959, 26.89253, 26.96687, 0.7504804
231, 18.69528, 26.91162, 28.21125, 0.7501355
232, 20.79735, 26.92395, 29.07441, 0.7532434
233, 21.2795, 26.93757, 29.7307, 0.7599118
234, 18.57897, 26.95218, 29.75739, 0.7650733
235, 14.89546, 26.98373, 29.67721, 0.7712694
236, 11.83588, 27.01403, 28.28608, 0.7715073
237, 10.89141, 26.97517, 27.76925, 0.7725036
238, 11.79165, 26.89395, 26.77751, 0.7730493
239, 12.38194, 26.79358, 26.06302, 0.7705125
